budget,genres,popularity,release_date,revenue,runtime,title,vote_average
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",73.313918,05-11-2003,424988211,129,The Matrix Revolutions,6.4
150000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",165.125366,27-11-2013,1274219009,102,Frozen,7.3
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",70.78591,15-05-2003,738599701,138,The Matrix Reloaded,6.7
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",99.499595,29-10-2013,644571402,112,Thor: The Dark World,6.8
150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",434.278564,13-05-2015,378858340,120,Mad Max: Fury Road,7.2
150000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",67.447636,13-05-2009,356613439,138,Angels & Demons,6.5
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",86.493424,21-04-2011,449326618,115,Thor,6.6
150000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",41.845878,21-11-2008,309979994,98,Bolt,6.3
150000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",26.710398,21-07-2009,292817841,88,G-Force,5.1
150000000,"[{""id"": 12, ""name"": ""Adventure""}]",44.927635,27-03-2012,301000000,99,Wrath of the Titans,5.5
150000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",50.306728,08-05-2012,245527149,113,Dark Shadows,5.7
150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",114.522237,23-07-2015,682330139,131,Mission: Impossible - Rogue Nation,7.1
150000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",21.214571,11-02-2010,0,102,The Wolfman,5.5
150000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",29.332905,28-10-2007,287594577,91,Bee Movie,5.7
150000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",51.247321,25-05-2011,665692281,91,Kung Fu Panda 2,6.7
150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",33.769336,30-06-2010,318502923,103,The Last Airbender,4.7
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",63.079003,03-05-2006,397850012,126,Mission: Impossible III,6.5
150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",39.004588,27-06-2013,205366737,131,White House Down,6.4
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",12.362599,09-03-2011,38992758,88,Mars Needs Moms,5.5
149000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",22.550135,22-10-2006,64459316,85,Flushed Away,6
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",48.03528,24-09-2015,128388320,111,Pan,5.9
145000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",38.73494,07-02-2014,272912430,92,Mr. Peabody & Sherman,6.7
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",66.803149,13-05-2004,497409852,163,Troy,6.9
145000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",44.989192,06-06-2012,746921274,93,Madagascar 3: Europe's Most Wanted,6.4
140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",54.159392,17-11-2002,431971116,133,Die Another Day,5.8
144000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",66.21806,14-07-2016,229147509,116,Ghostbusters,5.3
140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",58.485967,01-07-1998,553799566,151,Armageddon,6.4
140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",91.332849,03-07-2002,441818803,88,Men in Black II,6
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]",35.601665,05-11-2007,195735876,115,Beowulf,5.5
145000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",56.747978,23-01-2016,521170825,95,Kung Fu Panda 3,6.7
145000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",77.77477,07-12-2011,694713380,133,Mission: Impossible - Ghost Protocol,6.8
145000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",61.788035,21-11-2012,306941670,97,Rise of the Guardians,7.1
100000000,"[{""id"": 35, ""name"": ""Comedy""}]",25.159168,21-12-2005,202026112,90,Fun with Dick and Jane,5.9
140000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",52.341226,05-12-2003,456758981,154,The Last Samurai,7.3
140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",101.599427,03-12-2014,268031828,150,Exodus: Gods and Kings,5.6
150000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",73.616808,06-05-2009,385680446,127,Star Trek,7.4
139000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",82.502566,01-05-2002,821708551,121,Spider-Man,6.8
145000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",100.21391,12-06-2014,609123048,102,How to Train Your Dragon 2,7.6
140000000,"[{""id"": 14, ""name"": ""Fantasy""}]",56.257249,25-02-2016,150680864,127,Gods of Egypt,5.3
135000000,"[{""id"": 28, ""name"": ""Action""}]",17.88953,28-07-2005,76932943,121,Stealth,4.9
130000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",64.798873,05-03-2009,185258983,163,Watchmen,7
140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",24.855701,10-07-1998,285444603,127,Lethal Weapon 4,6.3
137000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",34.981698,19-06-2003,245360480,138,Hulk,5.3
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",59.325589,26-03-2013,371876278,110,G.I. Joe: Retaliation,5.4
130000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",21.605568,06-04-2005,119269486,124,Sahara,5.7
137000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",26.074908,02-07-2001,85131830,106,Final Fantasy: The Spirits Within,5.9
140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",74.506246,22-07-2011,370569774,124,Captain America: The First Avenger,6.6
135000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",39.604363,08-11-1999,361832400,128,The World Is Not Enough,6
150000000,"[{""id"": 12, ""name"": ""Adventure""}]",36.973031,14-11-2003,212011111,138,Master and Commander: The Far Side of the World,6.9
120000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",99.687084,13-11-2012,829000000,115,The Twilight Saga: Breaking Dawn - Part 2,6.1
130000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",17.7735,17-11-2011,150406466,100,Happy Feet Two,5.8
150000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",62.898336,12-06-2008,163712074,114,The Incredible Hulk,6.1
140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",44.19092,01-06-2016,183345589,120,The BFG,6
135000000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",100.635882,25-12-2015,532950503,156,The Revenant,7.3
135000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",44.765377,11-07-2013,282570682,96,Turbo,6.1
135000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]",29.91353,02-03-2011,245724603,107,Rango,6.6
132000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",84.366984,22-11-2014,373552094,92,Penguins of Madagascar,6.5
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",45.381501,03-08-2007,442824138,115,The Bourne Ultimatum,7.3
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",84.689648,04-06-2008,631744560,90,Kung Fu Panda,6.9
130000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",120.09361,14-07-2015,519311965,117,Ant-Man,7
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",76.310119,15-11-2013,847423452,146,The Hunger Games: Catching Fire,7.4
135000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",63.473086,18-03-2015,368871007,94,Home,6.8
132000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",48.572726,28-06-2005,591739379,116,War of the Worlds,6.2
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",38.068736,18-07-2003,273339556,147,Bad Boys II,6.3
130000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",20.678787,28-10-2011,554987477,90,Puss in Boots,6.4
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",48.829437,21-07-2010,293329073,100,Salt,6.2
125000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",46.115758,20-03-2014,362637473,139,Noah,5.6
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 9648, ""name"": ""Mystery""}]",89.938296,25-10-2011,371940071,107,The Adventures of Tintin,6.7
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",79.679601,31-05-2004,789804554,141,Harry Potter and the Prisoner of Azkaban,7.7
130000000,"[{""id"": 18, ""name"": ""Drama""}]",28.840997,18-11-2008,49554002,165,Australia,6.3
130000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",42.840582,30-05-2013,243843127,100,After Earth,5
127500000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",26.548594,19-05-2000,354248063,82,Dinosaur,6.2
127000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",115.597753,17-12-2014,349424282,97,Night at the Museum: Secret of the Tomb,6.1
130000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",68.757242,28-10-2010,321887208,95,Megamind,6.7
125000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",109.984351,16-11-2001,976475550,152,Harry Potter and the Philosopher's Stone,7.5
130000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",39.448066,18-07-2013,61648500,96,R.I.P.D.,5.4
140000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",271.972889,09-07-2003,655011224,143,Pirates of the Caribbean: The Curse of the Black Pearl,7.5
125000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",206.227151,18-11-2014,752100229,123,The Hunger Games: Mockingjay - Part 1,6.6
125000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",45.313197,17-05-2006,767820459,149,The Da Vinci Code,6.5
103000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",42.40024,19-03-2014,500188435,102,Rio 2,6.3
110000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2.871739,24-04-2003,407711549,133,X2,6.8
125000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",7.255718,20-04-2011,626137675,130,Fast Five,7.1
125000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",81.499621,22-11-2011,334615000,129,Sherlock Holmes: A Game of Shadows,7
125000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",47.686442,01-04-2010,232713139,106,Clash of the Titans,5.6
65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",43.129703,01-06-1990,261317921,113,Total Recall,7.1
160000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",27.220157,27-08-1999,61698899,102,The 13th Warrior,6.4
130000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",90.33681,08-08-2012,276572938,120,The Bourne Legacy,6
125000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",50.073575,20-06-1997,238207122,125,Batman & Robin,4.2
123000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",45.419668,17-11-2000,345141403,104,How the Grinch Stole Christmas,6.2
125000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",41.380094,26-05-2004,544272402,124,The Day After Tomorrow,6.2
125000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",54.931334,24-05-2000,546388105,123,Mission: Impossible II,5.9
120000000,"[{""id"": 18, ""name"": ""Drama""}]",25.752118,15-03-2000,325756637,130,The Perfect Storm,6.2
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",60.810723,13-06-2007,289047763,92,Fantastic 4: Rise of the Silver Surfer,5.4
120000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",51.328145,20-11-2012,609016565,127,Life of Pi,7.2
110000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",46.834704,16-02-2007,228738393,114,Ghost Rider,5.2
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",62.641286,27-07-2016,415484914,123,Jason Bourne,5.9
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",33.616115,27-06-2003,259175788,106,Charlie's Angels: Full Throttle,5.2
130000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",68.889395,30-05-2012,403170142,124,Prometheus,6.3
120000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",27.990284,19-07-2002,169956806,78,Stuart Little 2,5.4
115000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",67.33767,07-08-2013,286140700,109,Elysium,6.4
105000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",27.835436,11-06-2004,115772733,119,The Chronicles of Riddick,6.3
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",66.757869,30-01-2014,242688965,102,RoboCop,5.7
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",17.060695,09-05-2008,93945766,135,Speed Racer,5.7
120000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11.137655,17-12-2010,48668907,121,How Do You Know,4.9
117000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",44.906918,15-06-2010,261930431,109,Knight and Day,5.9
